CoC_Number,State,CoC_Name,Overall_Homeless,Sheltered_ES_Homeless,Sheltered_TH_Homeless,Sheltered_SH_Homeless,Sheltered_Total_Homeless,Unsheltered_Homeless,Homeless_Individuals,Homeless_People_in_Families,Chronically_Homeless,Homeless_Veterans,Homeless_Unaccompanied_Youth_Under_18,Count_Year
IL-516,IL,Decatur/Macon County CoC,238,107,92,0,199,39,170,68,70,10,0,2015
IL-516,IL,Decatur/Macon County CoC,157,83,67,0,150,7,110,47,23,12,0,2016
IL-516,IL,Decatur/Macon County CoC,161,87,53,0,140,21,98,63,16,4,0,2018
IL-516,IL,Decatur/Macon County CoC,210,94,61,3,158,52,122,88,49,9,,2012
IL-516,IL,Decatur/Macon County CoC,130,90,24,0,114,16,107,23,23,11,1,2017
IL-516,IL,Decatur/Macon County CoC,256,115,75,0,190,66,151,105,65,17,,2014
IL-517,IL,"Aurora, Elgin/Kane County CoC",405,278,81,0,359,46,310,95,95,34,,2014
IL-517,IL,"Aurora, Elgin/Kane County CoC",388,304,70,0,374,14,267,121,87,22,0,2015
IL-517,IL,"Aurora, Elgin/Kane County CoC",451,285,120,0,405,46,344,107,109,37,,2013
IL-517,IL,"Aurora, Elgin/Kane County CoC",430,337,68,0,405,25,318,112,145,22,1,2018
IL-517,IL,"Aurora, Elgin/Kane County CoC",431,258,130,0,388,43,313,118,74,34,,2012
IL-517,IL,"Aurora, Elgin/Kane County CoC",360,268,67,0,335,25,266,94,63,21,0,2017
IL-517,IL,"Aurora, Elgin/Kane County CoC",355,286,55,0,341,14,269,86,76,17,0,2016
IL-518,IL,"Rock Island, Moline/Northwestern Illinois CoC",219,52,159,7,218,1,122,97,0,9,,2013
IL-518,IL,"Rock Island, Moline/Northwestern Illinois CoC",263,94,141,0,235,28,129,134,12,10,,2012
IL-518,IL,"Rock Island, Moline/Northwestern Illinois CoC",198,143,39,0,182,16,138,60,0,8,0,2018
IL-518,IL,"Rock Island, Moline/Northwestern Illinois CoC",218,63,145,9,217,1,103,115,9,13,,2014
IL-518,IL,"Rock Island, Moline/Northwestern Illinois CoC",254,119,109,10,238,16,180,74,31,20,0,2015
IL-518,IL,"Rock Island, Moline/Northwestern Illinois CoC",243,135,99,0,234,9,132,111,0,24,1,2017
IL-518,IL,"Rock Island, Moline/Northwestern Illinois CoC",340,179,122,0,301,39,208,132,0,14,6,2016
IL-519,IL,West Central Illinois CoC,133,48,80,0,128,5,44,89,4,5,,2013
IL-519,IL,West Central Illinois CoC,100,55,43,0,98,2,61,39,8,3,0,2015
IL-519,IL,West Central Illinois CoC,172,59,90,0,149,23,69,103,17,3,,2012
IL-519,IL,West Central Illinois CoC,67,46,21,0,67,0,23,44,2,0,1,2018
IL-519,IL,West Central Illinois CoC,102,56,46,0,102,0,72,30,3,5,0,2016
IL-519,IL,West Central Illinois CoC,80,45,35,0,80,0,49,31,1,1,3,2017
IL-519,IL,West Central Illinois CoC,145,60,80,0,140,5,61,84,6,5,,2014
IL-520,IL,Southern Illinois CoC,338,159,104,0,263,75,160,178,35,23,,2013
IL-520,IL,Southern Illinois CoC,282,156,78,0,234,48,144,138,31,11,1,2018
IL-520,IL,Southern Illinois CoC,411,241,100,0,341,70,158,253,30,31,,2012
IL-520,IL,Southern Illinois CoC,346,186,130,0,316,30,192,154,43,27,0,2015
IL-520,IL,Southern Illinois CoC,325,163,116,0,279,46,175,150,39,39,,2014
IL-520,IL,Southern Illinois CoC,435,185,113,0,298,137,247,188,85,19,0,2017
IL-520,IL,Southern Illinois CoC,351,198,134,0,332,19,175,176,24,21,4,2016
IN-502,IN,Indiana Balance of State CoC,4081,2385,1367,0,3752,329,2598,1483,365,359,,2014
IN-502,IN,Indiana Balance of State CoC,4612,2089,1807,0,3896,716,2177,2435,251,342,,2012
IN-502,IN,Indiana Balance of State CoC,4179,2287,1309,22,3618,561,2662,1517,427,337,33,2016
IN-502,IN,Indiana Balance of State CoC,4197,2265,1435,25,3725,472,2685,1512,488,401,28,2015
IN-502,IN,Indiana Balance of State CoC,4497,2226,1691,0,3917,580,2642,1855,398,423,,2013
IN-502,IN,Indiana Balance of State CoC,3655,2237,952,23,3212,443,2340,1315,330,287,28,2017
IN-502,IN,Indiana Balance of State CoC,3576,2288,822,23,3133,443,2477,1099,244,278,21,2018
IN-503,IN,Indianapolis CoC,1619,877,600,12,1489,130,1162,457,162,326,4,2016
IN-503,IN,Indianapolis CoC,1890,991,803,22,1816,74,1355,535,231,366,,2014
IN-503,IN,Indianapolis CoC,1647,845,604,25,1474,173,1139,508,294,345,,2012
IN-503,IN,Indianapolis CoC,1599,861,594,24,1479,120,1109,490,182,320,,2013
IN-503,IN,Indianapolis CoC,1666,817,715,23,1555,111,1229,437,215,389,8,2015
IN-503,IN,Indianapolis CoC,1783,1131,505,21,1657,126,1283,500,207,328,2,2017
IN-503,IN,Indianapolis CoC,1682,1082,396,68,1546,136,1299,383,205,261,0,2018
KS-502,KS,Wichita/Sedgwick County CoC,550,339,119,17,475,75,368,182,138,53,,2012
KS-502,KS,Wichita/Sedgwick County CoC,561,354,96,12,462,99,411,150,94,59,0,2015
KS-502,KS,Wichita/Sedgwick County CoC,538,321,137,9,467,71,360,178,91,56,,2013
KS-502,KS,Wichita/Sedgwick County CoC,631,403,135,10,548,83,442,189,107,62,,2014
KS-502,KS,Wichita/Sedgwick County CoC,571,351,129,12,492,79,378,193,39,46,2,2016
KS-502,KS,Wichita/Sedgwick County CoC,575,348,110,6,464,111,395,180,39,57,1,2017
KS-502,KS,Wichita/Sedgwick County CoC,573,393,118,4,515,58,421,152,33,58,4,2018
KS-503,KS,Topeka/Shawnee County CoC,577,447,80,0,527,50,405,172,56,93,,2012
KS-503,KS,Topeka/Shawnee County CoC,381,249,85,0,334,47,272,109,194,40,0,2016
KS-503,KS,Topeka/Shawnee County CoC,439,343,73,0,416,23,269,170,83,65,,2013
KS-503,KS,Topeka/Shawnee County CoC,408,287,60,0,347,61,282,126,141,58,0,2018
KS-503,KS,Topeka/Shawnee County CoC,356,264,58,0,322,34,247,109,119,61,0,2017
KS-503,KS,Topeka/Shawnee County CoC,405,287,85,0,372,33,260,145,82,34,0,2015
KS-503,KS,Topeka/Shawnee County CoC,416,300,85,0,385,31,232,184,75,66,,2014
KS-505,KS,"Overland Park, Shawnee/Johnson County CoC",153,100,43,0,143,10,29,124,0,2,1,2016
KS-505,KS,"Overland Park, Shawnee/Johnson County CoC",174,94,57,0,151,23,23,151,6,0,0,2015
KS-505,KS,"Overland Park, Shawnee/Johnson County CoC",288,97,123,0,220,68,48,240,13,3,,2012
KS-505,KS,"Overland Park, Shawnee/Johnson County CoC",213,93,103,0,196,17,25,188,4,0,,2013
KS-505,KS,"Overland Park, Shawnee/Johnson County CoC",167,74,86,0,160,7,24,143,6,1,,2014
KS-505,KS,"Overland Park, Shawnee/Johnson County CoC",130,84,29,0,113,17,34,96,3,1,0,2017
KS-505,KS,"Overland Park, Shawnee/Johnson County CoC",168,92,38,0,130,38,64,104,19,5,0,2018
KS-507,KS,Kansas Balance of State CoC,1307,635,590,0,1225,82,692,615,79,213,,2014
KS-507,KS,Kansas Balance of State CoC,1208,564,529,0,1093,115,642,566,152,178,1,2015
KS-507,KS,Kansas Balance of State CoC,918,499,258,0,757,161,581,337,82,58,3,2018
KS-507,KS,Kansas Balance of State CoC,903,335,472,0,807,96,396,507,85,41,9,2016
KS-507,KS,Kansas Balance of State CoC,1037,504,391,0,895,142,608,429,135,74,4,2017
KS-507,KS,Kansas Balance of State CoC,1141,537,522,0,1059,82,645,496,129,231,,2013
KS-507,KS,Kansas Balance of State CoC,1043,414,568,0,982,61,561,482,115,184,,2012
KY-500,KY,Kentucky Balance of State CoC,2057,1003,481,0,1484,573,1240,817,93,164,8,2016
KY-500,KY,Kentucky Balance of State CoC,2229,1093,466,0,1559,670,1267,962,300,179,,2014
KY-500,KY,Kentucky Balance of State CoC,2077,1175,210,0,1385,692,1452,625,142,148,5,2018
KY-500,KY,Kentucky Balance of State CoC,1940,1072,343,0,1415,525,1326,614,164,161,6,2017
KY-500,KY,Kentucky Balance of State CoC,2328,1055,572,0,1627,701,1340,988,233,170,,2012
KY-500,KY,Kentucky Balance of State CoC,2392,1188,604,0,1792,600,1316,1076,356,245,,2013
KY-500,KY,Kentucky Balance of State CoC,2119,967,530,0,1497,622,1242,877,84,234,6,2015
KY-501,KY,Louisville-Jefferson County CoC,1316,723,512,11,1246,70,978,338,208,218,,2014
KY-501,KY,Louisville-Jefferson County CoC,1445,769,603,10,1382,63,950,495,145,171,,2013
KY-501,KY,Louisville-Jefferson County CoC,926,555,218,0,773,153,703,223,129,129,11,2018
KY-501,KY,Louisville-Jefferson County CoC,1532,676,694,10,1380,152,1034,498,187,223,,2012
KY-501,KY,Louisville-Jefferson County CoC,1116,573,431,0,1004,112,811,305,186,191,5,2016
KY-501,KY,Louisville-Jefferson County CoC,1161,661,419,0,1080,81,854,307,145,190,14,2015
KY-501,KY,Louisville-Jefferson County CoC,1034,524,359,0,883,151,769,265,123,166,11,2017
KY-502,KY,Lexington-Fayette County CoC,1258,653,566,0,1219,39,1055,203,228,167,7,2015
KY-502,KY,Lexington-Fayette County CoC,1064,536,507,0,1043,21,898,166,103,157,8,2016
KY-502,KY,Lexington-Fayette County CoC,685,610,52,0,662,23,580,105,98,92,3,2018
KY-502,KY,Lexington-Fayette County CoC,1544,566,887,0,1453,91,1107,437,219,203,,2014
KY-502,KY,Lexington-Fayette County CoC,1370,401,911,0,1312,58,908,462,209,47,,2012
KY-502,KY,Lexington-Fayette County CoC,1408,482,835,0,1317,91,1036,372,40,191,,2013
KY-502,KY,Lexington-Fayette County CoC,1051,578,420,2,1000,51,937,114,118,162,1,2017
LA-500,LA,Lafayette/Acadiana CoC,463,161,189,0,350,113,299,164,62,38,0,2016
LA-500,LA,Lafayette/Acadiana CoC,518,194,245,0,439,79,325,193,76,61,,2012
LA-500,LA,Lafayette/Acadiana CoC,493,182,191,0,373,120,327,166,68,48,0,2015
LA-500,LA,Lafayette/Acadiana CoC,357,149,112,0,261,96,226,131,49,36,0,2017
LA-500,LA,Lafayette/Acadiana CoC,471,184,257,0,441,30,290,181,43,46,,2014
LA-500,LA,Lafayette/Acadiana CoC,542,165,268,0,433,109,358,184,83,62,,2013
LA-500,LA,Lafayette/Acadiana CoC,363,120,70,0,190,173,284,79,64,26,0,2018
LA-502,LA,"Shreveport, Bossier/Northwest Louisiana CoC",655,168,357,4,529,126,373,282,128,68,,2014
LA-502,LA,"Shreveport, Bossier/Northwest Louisiana CoC",349,228,55,19,302,47,246,103,31,83,3,2017
LA-502,LA,"Shreveport, Bossier/Northwest Louisiana CoC",390,212,69,29,310,80,304,86,116,96,2,2015
LA-502,LA,"Shreveport, Bossier/Northwest Louisiana CoC",375,256,56,19,331,44,271,104,55,100,3,2018
LA-502,LA,"Shreveport, Bossier/Northwest Louisiana CoC",692,223,281,9,513,179,399,293,155,97,,2013
LA-502,LA,"Shreveport, Bossier/Northwest Louisiana CoC",478,301,81,31,413,65,368,110,17,105,2,2016
LA-502,LA,"Shreveport, Bossier/Northwest Louisiana CoC",804,169,448,9,626,178,477,327,123,129,,2012
LA-503,LA,New Orleans/Jefferson Parish CoC,1188,390,187,17,594,594,1057,131,193,109,2,2018
LA-503,LA,New Orleans/Jefferson Parish CoC,1981,593,555,15,1163,818,1695,286,472,193,,2014
LA-503,LA,New Orleans/Jefferson Parish CoC,2337,578,705,15,1298,1039,1848,489,677,211,,2013
LA-503,LA,New Orleans/Jefferson Parish CoC,1301,556,202,18,776,525,1158,143,404,113,5,2017
LA-503,LA,New Orleans/Jefferson Parish CoC,1626,527,370,12,909,717,1438,188,403,92,9,2016
LA-503,LA,New Orleans/Jefferson Parish CoC,4903,601,848,15,1464,3439,4325,578,2422,570,,2012
LA-503,LA,New Orleans/Jefferson Parish CoC,1703,457,447,10,914,789,1510,193,423,108,13,2015
LA-505,LA,Monroe/Northeast Louisiana CoC,257,73,117,8,198,59,119,138,64,16,,2012
LA-505,LA,Monroe/Northeast Louisiana CoC,191,33,137,0,170,21,85,106,19,8,5,2015
LA-505,LA,Monroe/Northeast Louisiana CoC,187,54,125,0,179,8,76,111,10,7,0,2018
LA-505,LA,Monroe/Northeast Louisiana CoC,188,60,115,0,175,13,87,101,8,6,5,2016
LA-505,LA,Monroe/Northeast Louisiana CoC,185,46,114,0,160,25,76,109,13,5,0,2017
LA-505,LA,Monroe/Northeast Louisiana CoC,220,63,116,3,182,38,102,118,26,18,,2014
LA-505,LA,Monroe/Northeast Louisiana CoC,200,49,114,9,172,28,88,112,23,6,,2013
LA-506,LA,Slidell/Southeast Louisiana CoC,194,34,101,0,135,59,174,20,25,42,0,2018
LA-506,LA,Slidell/Southeast Louisiana CoC,276,85,152,0,237,39,153,123,22,46,,2012
LA-506,LA,Slidell/Southeast Louisiana CoC,262,84,135,0,219,43,164,98,33,43,,2014
LA-506,LA,Slidell/Southeast Louisiana CoC,275,89,126,0,215,60,208,67,24,39,0,2016
LA-506,LA,Slidell/Southeast Louisiana CoC,248,48,111,0,159,89,191,57,26,48,0,2017
LA-506,LA,Slidell/Southeast Louisiana CoC,276,86,155,0,241,35,151,125,31,49,,2013
LA-506,LA,Slidell/Southeast Louisiana CoC,243,70,123,0,193,50,143,100,36,40,0,2015
LA-507,LA,Alexandria/Central Louisiana CoC,141,55,73,0,128,13,111,30,28,5,,2014
LA-507,LA,Alexandria/Central Louisiana CoC,118,38,49,0,87,31,92,26,9,24,,2013
LA-507,LA,Alexandria/Central Louisiana CoC,159,45,53,0,98,61,127,32,20,16,0,2017
LA-507,LA,Alexandria/Central Louisiana CoC,167,50,63,0,113,54,129,38,7,33,0,2016
LA-507,LA,Alexandria/Central Louisiana CoC,188,52,121,0,173,15,156,32,12,33,,2012
LA-507,LA,Alexandria/Central Louisiana CoC,177,70,54,0,124,53,152,25,28,26,0,2018
LA-507,LA,Alexandria/Central Louisiana CoC,154,50,80,0,130,24,122,32,17,4,0,2015
LA-509,LA,Louisiana Balance of State CoC,826,201,466,3,670,156,767,59,174,44,,2012
LA-509,LA,Louisiana Balance of State CoC,1061,250,656,1,907,154,972,89,137,126,,2013
LA-509,LA,Louisiana Balance of State CoC,797,256,422,0,678,119,647,150,49,87,47,2016
LA-509,LA,Louisiana Balance of State CoC,706,254,320,0,574,132,535,171,75,82,38,2017
LA-509,LA,Louisiana Balance of State CoC,876,304,537,0,841,35,709,167,46,64,,2014
LA-509,LA,Louisiana Balance of State CoC,575,239,202,0,441,134,526,49,101,96,23,2018
LA-509,LA,Louisiana Balance of State CoC,907,302,498,0,800,107,726,181,94,88,10,2015
MA-500,MA,Boston CoC,6188,5427,566,32,6025,163,2535,3653,724,275,0,2018
MA-500,MA,Boston CoC,5607,4142,1278,6,5426,181,2430,3177,670,355,,2012
MA-500,MA,Boston CoC,5881,4334,1338,16,5688,193,2541,3340,543,458,,2013
MA-500,MA,Boston CoC,6135,5337,561,51,5949,186,2492,3643,769,233,51,2017
MA-500,MA,Boston CoC,6492,5325,1006,22,6353,139,2539,3953,957,383,1,2015
MA-500,MA,Boston CoC,5987,4675,1108,24,5807,180,2609,3378,815,450,,2014
MA-500,MA,Boston CoC,6240,5151,900,22,6073,167,2485,3755,919,222,4,2016
MA-502,MA,Lynn CoC,382,320,52,0,372,10,122,260,6,11,,2014
MA-502,MA,Lynn CoC,582,489,42,0,531,51,151,431,57,0,0,2017
MA-502,MA,Lynn CoC,541,490,47,0,537,4,113,428,6,2,0,2016
MA-502,MA,Lynn CoC,468,329,124,0,453,15,99,369,53,13,,2013
MA-502,MA,Lynn CoC,445,382,46,0,428,17,160,285,10,7,0,2015
MA-502,MA,Lynn CoC,1061,958,61,0,1019,42,128,933,66,5,0,2018
MA-502,MA,Lynn CoC,414,346,54,0,400,14,106,308,186,4,,2012
MA-503,MA,Cape Cod Islands CoC,394,286,41,0,327,67,214,180,56,23,5,2016
MA-503,MA,Cape Cod Islands CoC,514,242,79,0,321,193,357,157,149,24,,2013
MA-503,MA,Cape Cod Islands CoC,364,221,95,0,316,48,221,143,68,29,,2012
MA-503,MA,Cape Cod Islands CoC,381,246,49,0,295,86,223,158,108,17,,2014
MA-503,MA,Cape Cod Islands CoC,362,263,52,0,315,47,192,170,78,31,0,2015
MA-503,MA,Cape Cod Islands CoC,324,243,42,0,285,39,145,179,47,20,1,2017
MA-503,MA,Cape Cod Islands CoC,358,277,42,0,319,39,174,184,56,12,0,2018
MA-504,MA,Springfield/Hampden County CoC,2444,2071,326,12,2409,35,382,2062,155,34,,2012
MA-504,MA,Springfield/Hampden County CoC,3368,3242,75,7,3324,44,457,2911,206,19,0,2018
MA-504,MA,Springfield/Hampden County CoC,2311,2135,116,7,2258,53,370,1941,132,14,0,2017
MA-504,MA,Springfield/Hampden County CoC,2385,2162,188,0,2350,35,379,2006,170,25,1,2016
MA-504,MA,Springfield/Hampden County CoC,3002,2798,188,6,2992,10,374,2628,293,38,1,2015
MA-504,MA,Springfield/Hampden County CoC,2690,2424,224,7,2655,35,438,2252,520,42,,2014
MA-504,MA,Springfield/Hampden County CoC,2117,1838,227,7,2072,45,395,1722,332,33,,2013
MA-505,MA,New Bedford CoC,469,195,219,0,414,55,300,169,56,61,4,2016
MA-505,MA,New Bedford CoC,437,162,225,0,387,50,241,196,43,42,1,2015
MA-505,MA,New Bedford CoC,352,213,90,0,303,49,174,178,30,46,0,2017
MA-505,MA,New Bedford CoC,374,104,250,0,354,20,258,116,20,54,,2012
MA-505,MA,New Bedford CoC,337,105,213,0,318,19,230,107,32,51,,2013
MA-505,MA,New Bedford CoC,409,262,98,0,360,49,222,187,29,52,2,2018
MA-505,MA,New Bedford CoC,349,120,213,0,333,16,231,118,11,52,,2014
MA-506,MA,Worcester City & County CoC,1682,1216,378,12,1606,76,518,1164,61,181,0,2015
MA-506,MA,Worcester City & County CoC,1796,1358,376,13,1747,49,468,1328,62,143,,2014
MA-506,MA,Worcester City & County CoC,1572,968,518,13,1499,73,551,1021,35,123,,2012
MA-506,MA,Worcester City & County CoC,1657,1043,546,13,1602,55,586,1071,69,184,,2013
MA-506,MA,Worcester City & County CoC,1852,1195,474,13,1682,170,764,1088,133,215,0,2018
MA-506,MA,Worcester City & County CoC,1507,894,464,13,1371,136,584,923,89,161,3,2017
MA-506,MA,Worcester City & County CoC,1572,1031,462,13,1506,66,528,1044,65,160,0,2016
MA-507,MA,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",753,386,338,0,724,29,506,247,153,256,,2014
MA-507,MA,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",557,299,203,0,502,55,420,137,79,213,0,2017
MA-507,MA,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",717,305,353,0,658,59,484,233,155,247,,2012
MA-507,MA,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",781,495,267,0,762,19,414,367,107,220,0,2015
MA-507,MA,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",653,346,279,0,625,28,455,198,80,266,0,2016
MA-507,MA,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",651,399,198,0,597,54,406,245,72,192,0,2018
MA-507,MA,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",678,280,358,0,638,40,493,185,117,244,,2013
MA-508,MA,Lowell CoC,588,434,119,0,553,35,216,372,83,47,,2014
MA-508,MA,Lowell CoC,635,492,117,0,609,26,229,406,77,44,0,2015
MA-508,MA,Lowell CoC,534,400,106,0,506,28,189,345,77,30,,2012
MA-508,MA,Lowell CoC,594,481,94,0,575,19,210,384,63,36,0,2016
MA-508,MA,Lowell CoC,783,689,68,0,757,26,218,565,75,30,0,2018
MA-508,MA,Lowell CoC,658,582,64,0,646,12,182,476,6,32,0,2017
MA-508,MA,Lowell CoC,559,428,106,0,534,25,218,341,67,48,,2013
MA-509,MA,Cambridge CoC,561,340,142,0,482,79,403,158,194,15,0,2018
MA-509,MA,Cambridge CoC,464,271,161,0,432,32,338,126,97,17,0,2015
MA-509,MA,Cambridge CoC,485,260,153,0,413,72,357,128,191,62,,2012
MA-509,MA,Cambridge CoC,535,264,202,0,466,69,366,169,174,21,,2013
MA-509,MA,Cambridge CoC,517,293,155,0,448,69,399,118,129,7,0,2016
MA-509,MA,Cambridge CoC,551,297,207,0,504,47,370,181,140,20,,2014
MA-509,MA,Cambridge CoC,530,307,156,0,463,67,395,135,181,13,0,2017
MA-510,MA,"Gloucester, Haverhill, Salem/Essex County CoC",1286,1120,119,11,1250,36,250,1036,146,15,,2013
MA-510,MA,"Gloucester, Haverhill, Salem/Essex County CoC",1487,1290,112,11,1413,74,309,1178,194,34,,2014
MA-510,MA,"Gloucester, Haverhill, Salem/Essex County CoC",993,839,106,10,955,38,266,727,145,70,,2012
MA-510,MA,"Gloucester, Haverhill, Salem/Essex County CoC",732,623,60,6,689,43,240,492,75,30,0,2018
MA-510,MA,"Gloucester, Haverhill, Salem/Essex County CoC",747,645,49,6,700,47,228,519,195,30,0,2017
MA-510,MA,"Gloucester, Haverhill, Salem/Essex County CoC",1577,1432,106,6,1544,33,237,1340,273,28,0,2015
MA-510,MA,"Gloucester, Haverhill, Salem/Essex County CoC",1206,1012,127,6,1145,61,240,966,99,31,0,2016
MA-511,MA,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1090,1055,0,13,1068,22,335,755,180,46,0,2018
MA-511,MA,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1692,1593,61,0,1654,38,399,1293,270,60,0,2016
MA-511,MA,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1109,1047,12,0,1059,50,359,750,143,45,0,2017
MA-511,MA,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1424,1267,97,0,1364,60,407,1017,134,92,,2012
MA-511,MA,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1643,1508,95,0,1603,40,404,1239,167,82,,2014
MA-511,MA,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1690,1528,113,0,1641,49,458,1232,171,94,,2013
MA-511,MA,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1803,1729,46,0,1775,28,390,1413,256,64,0,2015
MA-515,MA,Fall River CoC,354,159,117,0,276,78,213,141,66,9,,2014
MA-515,MA,Fall River CoC,307,161,124,0,285,22,121,186,25,5,,2012
MA-515,MA,Fall River CoC,235,122,98,0,220,15,113,122,37,2,,2013
MA-515,MA,Fall River CoC,386,286,93,0,379,7,127,259,60,5,0,2016
MA-515,MA,Fall River CoC,406,316,90,0,406,0,125,281,61,3,0,2015
MA-515,MA,Fall River CoC,377,330,15,0,345,32,102,275,63,3,0,2018
MA-515,MA,Fall River CoC,297,256,22,0,278,19,62,235,7,1,0,2017
MA-516,MA,Massachusetts Balance of State CoC,2080,1609,302,0,1911,169,516,1564,144,19,2,2017
MA-516,MA,Massachusetts Balance of State CoC,2551,2136,304,0,2440,111,429,2122,300,17,1,2016
MA-516,MA,Massachusetts Balance of State CoC,2652,2070,513,12,2595,57,424,2228,179,63,,2013
MA-516,MA,Massachusetts Balance of State CoC,3900,3373,453,12,3838,62,530,3370,943,83,,2014
MA-516,MA,Massachusetts Balance of State CoC,1872,1318,505,12,1835,37,354,1518,146,66,,2012
MA-516,MA,Massachusetts Balance of State CoC,2296,1834,283,9,2126,170,645,1651,205,65,1,2018
MA-516,MA,Massachusetts Balance of State CoC,2651,2323,259,0,2582,69,438,2213,216,53,2,2015
MA-517,MA,Somerville CoC,169,99,61,0,160,9,95,74,36,1,,2013
MA-517,MA,Somerville CoC,158,94,58,0,152,6,107,51,11,14,0,2015
MA-517,MA,Somerville CoC,154,94,56,0,150,4,97,57,28,15,,2014
MA-517,MA,Somerville CoC,142,75,45,0,120,22,108,34,13,23,0,2017
MA-517,MA,Somerville CoC,145,102,34,0,136,9,90,55,41,9,,2012
MA-517,MA,Somerville CoC,165,94,65,0,159,6,100,65,22,28,0,2016
MA-517,MA,Somerville CoC,134,80,44,0,124,10,100,34,11,22,0,2018
MA-519,MA,"Attleboro, Taunton/Bristol County CoC",208,144,22,0,166,42,82,126,33,4,0,2018
MA-519,MA,"Attleboro, Taunton/Bristol County CoC",243,158,58,0,216,27,56,187,30,6,0,2016
MA-519,MA,"Attleboro, Taunton/Bristol County CoC",222,151,57,0,208,14,52,170,15,3,,2014
MA-519,MA,"Attleboro, Taunton/Bristol County CoC",251,160,61,0,221,30,69,182,10,2,,2013
MA-519,MA,"Attleboro, Taunton/Bristol County CoC",240,146,53,0,199,41,76,164,21,8,0,2015
MA-519,MA,"Attleboro, Taunton/Bristol County CoC",234,170,28,0,198,36,81,153,22,3,0,2017
MA-519,MA,"Attleboro, Taunton/Bristol County CoC",249,148,75,0,223,26,73,176,7,1,,2012
MD-500,MD,Cumberland/Allegany County CoC,120,65,40,0,105,15,48,72,19,11,,2014
MD-500,MD,Cumberland/Allegany County CoC,118,55,33,0,88,30,76,42,19,1,0,2017
MD-500,MD,Cumberland/Allegany County CoC,76,20,44,0,64,12,34,42,8,4,,2013
MD-500,MD,Cumberland/Allegany County CoC,79,30,25,0,55,24,38,41,5,1,0,2018
MD-500,MD,Cumberland/Allegany County CoC,124,51,33,0,84,40,76,48,12,1,0,2016
MD-500,MD,Cumberland/Allegany County CoC,96,39,38,0,77,19,48,48,11,0,0,2015
MD-500,MD,Cumberland/Allegany County CoC,110,51,45,0,96,14,89,21,22,6,,2012
MD-501,MD,Baltimore CoC,2567,956,1279,37,2272,295,1977,590,491,305,,2014
MD-501,MD,Baltimore CoC,2508,1125,810,27,1962,546,2117,391,592,295,5,2018
MD-501,MD,Baltimore CoC,2725,1011,1357,20,2388,337,2027,698,605,269,6,2016
MD-501,MD,Baltimore CoC,3854,867,1154,38,2059,1795,2926,928,308,274,,2012
MD-501,MD,Baltimore CoC,2796,1055,1364,40,2459,337,2193,603,556,373,15,2015
MD-501,MD,Baltimore CoC,2669,1124,984,15,2123,546,2178,491,699,276,8,2017
MD-501,MD,Baltimore CoC,2638,1061,1242,40,2343,295,1988,650,226,293,,2013
MD-502,MD,Harford County CoC,166,95,63,0,158,8,66,100,38,5,,2013
MD-502,MD,Harford County CoC,179,81,88,0,169,10,95,84,14,9,0,2016
